"labels","uri","name","type"
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P13i_was_destroyed_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P21_had_general_purpose","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P89_falls_within","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P70i_is_documented_in","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P176i_starts_after_the_start_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P130_shows_features_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P104_is_subject_to","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P27i_was_origin_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P56_bears_feature","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E35_Title","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P43i_is_dimension_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P75_possesses","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P156i_is_occupied_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P99i_was_dissolved_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P17_was_motivated_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P42_assigned","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P141_assigned","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P62_depicts","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E83_Type_Creation","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P90_has_value","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P169i_spacetime_volume_is_defined_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P135_created_type","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P21i_was_purpose_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P34i_was_assessed_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P123_resulted_in","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P32_used_general_technique","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P147_curated","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P146_separated_from","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P183i_starts_after_the_end_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P86_falls_within","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P37_assigned","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E6_Destruction","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P50i_is_current_keeper_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P79_beginning_is_qualified_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P175_starts_before_or_with_the_start_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P97i_was_father_for","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E20_Biological_Object","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P24i_changed_ownership_through","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P132_spatiotemporally_overlaps_with","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P100_was_death_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P15i_influenced","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P134_continued","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P102i_is_title_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E21_Person","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P26i_was_destination_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P76_has_contact_point","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E3_Condition_State","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E22_Human-Made_Object","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P164_is_temporally_specified_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E37_Mark","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P186_produced_thing_of_product_type","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P5_consists_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P9_consists_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P108_has_produced","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P80_end_is_qualified_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P107i_is_current_or_former_member_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E9_Move","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E65_Creation","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P174i_ends_after_the_start_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P65i_is_shown_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P1i_identifies","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E27_Site","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P20i_was_purpose_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P104i_applies_to","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P166_was_a_presence_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P157_is_at_rest_relative_to","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E18_Physical_Thing","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P46_is_composed_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P22i_acquired_title_through","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P42i_was_assigned_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P49i_is_former_or_current_keeper_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P161_has_spatial_projection","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P196_defines","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E53_Place","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P150_defines_typical_parts_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E4_Period","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P10i_contains","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P29i_received_custody_through","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P40_observed_dimension","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E41_Appellation","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P122_borders_with","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P101i_was_use_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P31i_was_modified_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P81_ongoing_throughout","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P189i_is_approximated_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P72i_is_language_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P174_starts_before_the_end_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P76i_provides_access_to","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E97_Monetary_Amount","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E10_Transfer_of_Custody","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P172_contains","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P146i_lost_member_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P73_has_translation","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P74_has_current_or_former_residence","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P145i_left_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P137i_is_exemplified_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E14_Condition_Assessment","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E77_Persistent_Item","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E30_Right","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P57_has_number_of_parts","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E86_Leaving","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P12_occurred_in_the_presence_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P4i_is_time-span_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P156_occupies","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P81a_end_of_the_begin","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P39_measured","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#DatatypeProperty""]","http://www.cidoc-crm.org/cidoc-crm/P90a_has_lower_value_limit","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P54i_is_current_permanent_location_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P70_documents","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E52_Time-Span","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P24_transferred_title_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P33_used_specific_technique","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P143_joined","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P7_took_place_at","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P97_from_father","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E32_Authority_Document","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P179i_was_sales_price_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P39i_was_measured_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P43_has_dimension","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P129i_is_subject_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P33i_was_used_by","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P107_has_current_or_former_member","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P180_has_currency","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P5i_forms_part_of","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P51_has_former_or_current_owner","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#ObjectProperty""]","http://www.cidoc-crm.org/cidoc-crm/P89i_contains","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E16_Measurement","",""
"[""Resource"",""http://www.w3.org/2002/07/owl#Class""]","http://www.cidoc-crm.org/cidoc-crm/E39_Actor","",""
